人名,x坐标,y坐标,z坐标
乔寨主,0.006771077437139484,-0.03774866663966305,0.02814171505347853
乔峰,0.005088776677376978,0.011826238998802257,-0.04579714036139203
乔帮主,0.063511493512479,-0.06750964116332182,0.062196814657204454
乔福,-0.022622773594548423,-0.006941376738376947,-0.014099917799322183
九难,0.043289278853881105,0.007812436890989808,-0.0072723517786914505
乾隆皇帝,-0.010671006215233845,-0.07534455577963962,-0.014500596042187675
于万亭,0.03590839824659581,-0.032175502204273516,0.013728334273588608
于人豪,0.032848366976950746,0.043001912779286104,-0.0041352016197148045
于嫂,-0.0063262135734823985,0.012326383498374198,-0.02787889332746415
于管家,-0.021296713557217975,0.013861957218902703,0.01965971168933548
云中鹤,-0.040701356527910966,-0.0001482224604035669,-0.05535445807838336
云鹤,0.0229713283424603,-0.009806032454428624,-0.005985593899794889
五姑,-0.009827169725055285,-0.02270577936893321,-0.01988802289454344
五毒教,0.07183006313032544,0.02339282800921604,-0.010666128800024422
人厨子,-0.02439998309391573,0.03742626115585703,-0.008559936947901917
令狐冲,-0.0018156547760052732,0.01288320255438279,-0.0636404855658671
仪清,-0.01491126492593514,0.004730309035025406,-0.0020115361370044806
仪琳,-0.04942277170337918,-0.03116346307659578,-0.002712457548435073
任我行,-0.0036342872793918837,0.0234420654696802,0.024311972762771136
任通武,0.024679364990728245,0.015427839027438044,-0.02726486021076091
任飞燕,0.004328351429157654,-0.011337894084943732,-0.0017797948435424647
传功长老,-0.03641355528790439,-0.012322387244199257,0.03627847687130365
何太冲,0.015923745798450798,0.019786288501767463,0.04110408485000322
何思豪,-0.04422929732912075,0.0301784645066128,0.05374151688743288
何惕守,-0.03505384579730108,-0.021305768082941056,0.009265049100687768
何红药,-0.0562481861457953,0.031041853132676517,-0.07117900230099772
何足道,0.049249730084129986,-0.03539073055922753,0.00793202577457654
何铁手,-0.00146594493525923,-0.04829228966529076,-0.010869920091097397
余人彦,-0.011909598836911405,-0.020644785252388415,-0.0393182172331651
余兆兴,-0.03679537284436399,-0.014450474038195821,-0.03755639766718812
余婆婆,-0.055574107622190484,-0.020611678974848863,-0.015625926335747557
余沧海,0.006740321247155872,-0.03445553142134401,0.037502954028537705
余鱼同,0.036044413963593806,0.01974047770640275,-0.006604223093787235
佟国纲,0.054882132253039166,0.05622906091119358,0.0232977445862257
侍剑,-0.04403989435145874,0.06449225783531613,-0.010618605583986331
侯通海,0.017076719099740383,-0.01950261958076856,-0.027603524118365735
侯飞文,0.03934447798747431,0.016227735347722448,-0.03485988146252936
俏鬼,-0.031188458457141265,-0.024152226770039625,0.012817949367468235
俞三侠,-0.0334163120386929,-0.051225009924209884,-0.005251230578482314
俞岱岩,-0.006344424247211394,-0.012523795421117546,0.021079239535291124
俞朝奉,-0.0016743911542804225,-0.011027653259141476,-0.02147210465686524
倪不大,0.0029961933445169626,0.0011934677696975669,-0.02748749596812299
