人名,x坐标,y坐标
张若谷,-0.012442667225300687,0.09009797883250366
张阿生,0.005449468916832959,0.017897107911281882
张飞雄,-0.03868799751412585,0.03879559150973442
归二娘,0.012385216888297674,0.00033004055526853144
归辛树,-0.008201083201878014,-0.004229972811783264
归钟,-0.044837128198968436,0.015856681937494555
彭三春,0.001262478539114955,0.05023190340061272
彭参将,-0.07774244074121112,-0.02166753269254968
彭莹玉,-0.03801744628230416,0.011067114115342487
彭连虎,0.00709987120344923,0.011821971181200014
彭长老,0.03507455540365002,-0.05060768101815292
彼得,-0.016575020664878853,-0.008239973952699726
徐天宏,0.004826495615229902,0.016567727518622906
徐天川,0.01968105980166519,0.0542244153779053
徐达,0.03368458919943428,-0.05620679259257326
徐铮,0.0033471122652507916,0.028384787690899273
徐长老,-0.01702863368885743,0.015419323320056197
德布,-0.0013740993504132713,0.006233299165911866
德成,-0.041244229494576304,0.02483529566407267
德鄂,0.025564213104346548,0.056509088906529566
心溪,-0.05021820255664744,0.014280581231359566
心砚,0.0038909966437628103,0.026919157355749335
忽伦大虎,0.03385541607172015,-0.042668162497481905
忽必烈,0.033454266389644986,0.04171690374725305
忽都虎,0.008049174092967354,0.015945406606038555
恶贼,-0.040089448493959734,-0.029023283635354793
慕天颜,0.011817268955737306,-0.0012948256598788364
慕容公子,-0.0011237562850016246,-0.035365469136180445
慕容博,0.0368555746056332,0.030263167327611744
慕容复,0.0512771181200348,0.0021836411798539066
慕容景岳,-0.011753428138075417,-0.04721834281576302
慕容先生,0.03460216527805803,0.014976085461338285
慧净,0.020998831601467663,0.03454164619493444
慧方,0.027304106796583474,0.014141414099872112
慧真,-0.009323598234914235,0.07326069549235954
慧观,0.03225298777719825,-0.002908764850138376
成吉思汗,-0.022504597098119816,0.014880550192867973
成昆,0.036198112342774334,0.060562872040750705
成璜,-0.049568406400102114,0.00763502792611248
成自学,-0.03195509982197927,0.006034862397708009
戚芳,0.017739382482970325,-0.010035415331309559
戚长发,0.03706717334375581,-0.017754101411387373
戴永明,0.00937113504659997,0.03166204198953614
执法长老,0.0009540335738198061,-0.017586995920118902
拖雷,0.024471477355506303,-0.010128876235966467
掌棒龙头,-0.025637686936228622,-0.004685700582279759
掌钵龙头,-0.061759147610934546,0.02388881882315134
摘星子,-0.03544317660095953,0.03133111422761113
摩诃巴思,-0.03222978633509101,-0.006662068378501246
敏妹,-0.04459085077035039,-0.02710435274850134
敖彪,0.022829680295278133,0.025485042656872472
教士,-0.029577031499253198,0.010391621125138528
教长,0.023332171365309115,0.0065128907221805084
文泰来,0.006135443448880292,0.029344746575643288
文醉翁,-0.0314742592427541,-0.014033385914310153
